Row ID,Order ID,Order Date,Customer ID,State,Region,Product ID,Sales,Quantity,
84,CA-2015-149734,9/3/2015,JC-16105,North Carolina,South,OFF-EN-10000927,200.984,7,
85,US-2017-119662,11/13/2017,CS-12400,Illinois,Central,OFF-ST-10003656,230.376,3,
86,CA-2017-140088,5/28/2017,PO-18865,South Carolina,South,FUR-CH-10000863,301.96,2,
87,CA-2017-155558,10/26/2017,PG-18895,Minnesota,Central,TEC-AC-10001998,19.99,1,
88,CA-2017-155558,10/26/2017,PG-18895,Minnesota,Central,OFF-LA-10000134,6.16,2,
89,CA-2016-159695,4/5/2016,GM-14455,Texas,Central,OFF-ST-10003442,158.368,7,
90,CA-2016-109806,9/17/2016,JS-15685,California,West,OFF-AR-10004930,20.1,3,
91,CA-2016-109806,9/17/2016,JS-15685,California,West,TEC-PH-10004093,73.584,2,
92,CA-2016-109806,9/17/2016,JS-15685,California,West,OFF-PA-10000304,6.48,1,
93,CA-2015-149587,1/31/2015,KB-16315,Minnesota,Central,OFF-PA-10003177,12.96,2,
94,CA-2015-149587,1/31/2015,KB-16315,Minnesota,Central,FUR-FU-10003799,53.34,3,
95,CA-2015-149587,1/31/2015,KB-16315,Minnesota,Central,OFF-BI-10002852,32.96,2,
96,US-2017-109484,11/6/2017,RB-19705,Oregon,West,OFF-BI-10004738,5.682,1,
97,CA-2017-161018,11/9/2017,PN-18775,New York,East,FUR-FU-10000629,96.53,7,
98,CA-2017-157833,6/17/2017,KD-16345,California,West,OFF-BI-10001721,51.312,3,
99,CA-2016-149223,9/6/2016,ER-13855,Minnesota,Central,OFF-AP-10000358,77.88,6,
100,CA-2016-158568,8/29/2016,RB-19465,Illinois,Central,OFF-PA-10003256,64.624,7,
101,CA-2016-158568,8/29/2016,RB-19465,Illinois,Central,TEC-AC-10001767,95.976,3,
102,CA-2016-158568,8/29/2016,RB-19465,Illinois,Central,OFF-BI-10002609,1.788,3,
103,CA-2016-129903,12/1/2016,GZ-14470,Minnesota,Central,OFF-PA-10004040,23.92,4,
104,US-2015-156867,11/13/2015,LC-16870,Colorado,West,TEC-AC-10001552,238.896,6,
105,US-2015-156867,11/13/2015,LC-16870,Colorado,West,FUR-FU-10004006,102.36,3,
106,US-2015-156867,11/13/2015,LC-16870,Colorado,West,OFF-BI-10002794,36.882,3,
107,CA-2017-119004,11/23/2017,JM-15250,North Carolina,South,TEC-AC-10003499,74.112,8,
108,CA-2017-119004,11/23/2017,JM-15250,North Carolina,South,TEC-PH-10002844,27.992,1,
109,CA-2017-119004,11/23/2017,JM-15250,North Carolina,South,OFF-AR-10000390,3.304,1,
110,CA-2015-129476,10/15/2015,PA-19060,Illinois,Central,TEC-AC-10000844,339.96,5,
111,CA-2017-146780,12/25/2017,CV-12805,New York,East,FUR-FU-10001934,41.96,2,
112,CA-2016-128867,11/3/2016,CL-12565,Iowa,Central,OFF-AR-10000380,75.96,2,
113,CA-2016-128867,11/3/2016,CL-12565,Iowa,Central,OFF-BI-10003981,27.24,6,
114,CA-2014-115259,8/25/2014,RC-19960,Ohio,East,OFF-FA-10000621,40.096,14,
115,CA-2014-115259,8/25/2014,RC-19960,Ohio,East,OFF-EN-10002600,4.72,2,
116,CA-2014-115259,8/25/2014,RC-19960,Ohio,East,OFF-PA-10004965,23.976,3,
117,CA-2014-115259,8/25/2014,RC-19960,Ohio,East,OFF-EN-10002504,130.464,6,
118,CA-2015-110457,3/2/2015,DK-13090,Washington,West,FUR-TA-10001768,787.53,3,
119,US-2015-136476,4/5/2015,GG-14650,Tennessee,South,OFF-BI-10003650,157.794,1,
120,CA-2016-103730,6/12/2016,SC-20725,Delaware,East,FUR-FU-10002157,47.04,3,
121,CA-2016-103730,6/12/2016,SC-20725,Delaware,East,OFF-BI-10003910,30.84,4,
122,CA-2016-103730,6/12/2016,SC-20725,Delaware,East,OFF-ST-10000777,226.56,6,
123,CA-2016-103730,6/12/2016,SC-20725,Delaware,East,OFF-EN-10002500,115.02,9,
124,CA-2016-103730,6/12/2016,SC-20725,Delaware,East,TEC-PH-10003875,68.04,7,
125,US-2014-152030,12/26/2014,AD-10180,Texas,Central,FUR-CH-10004063,600.558,3,
126,US-2014-134614,9/20/2014,PF-19165,Illinois,Central,FUR-TA-10004534,617.7,6,
127,US-2017-107272,11/5/2017,TS-21610,Arizona,West,OFF-BI-10003274,2.388,2,
128,US-2017-107272,11/5/2017,TS-21610,Arizona,West,OFF-ST-10002974,243.992,7,
129,US-2016-125969,11/6/2016,LS-16975,California,West,FUR-CH-10001146,81.424,2,
130,US-2016-125969,11/6/2016,LS-16975,California,West,FUR-FU-10003773,238.56,3,
131,US-2017-164147,2/2/2017,DW-13585,Ohio,East,TEC-PH-10002293,59.97,5,
132,US-2017-164147,2/2/2017,DW-13585,Ohio,East,OFF-PA-10002377,78.304,2,
133,US-2017-164147,2/2/2017,DW-13585,Ohio,East,OFF-FA-10002780,21.456,9,
134,CA-2016-145583,10/13/2016,LC-16885,California,West,OFF-PA-10001804,20.04,3,
135,CA-2016-145583,10/13/2016,LC-16885,California,West,OFF-PA-10001736,35.44,1,
136,CA-2016-145583,10/13/2016,LC-16885,California,West,OFF-AR-10001149,11.52,4,
137,CA-2016-145583,10/13/2016,LC-16885,California,West,OFF-FA-10002988,4.02,2,
138,CA-2016-145583,10/13/2016,LC-16885,California,West,OFF-BI-10004781,76.176,3,
139,CA-2016-145583,10/13/2016,LC-16885,California,West,OFF-SU-10001218,65.88,6,
140,CA-2016-145583,10/13/2016,LC-16885,California,West,FUR-FU-10001706,43.12,14,
141,CA-2016-110366,9/5/2016,JD-15895,Pennsylvania,East,FUR-FU-10004848,82.8,2,
142,CA-2017-106180,9/18/2017,SH-19975,California,West,OFF-AR-10000940,8.82,3,
143,CA-2017-106180,9/18/2017,SH-19975,California,West,OFF-EN-10004030,10.86,3,
144,CA-2017-106180,9/18/2017,SH-19975,California,West,OFF-PA-10004327,143.7,3,
145,CA-2017-155376,12/22/2017,SG-20080,Missouri,Central,OFF-AP-10001058,839.43,3,
146,CA-2015-110744,9/7/2015,HA-14920,California,West,OFF-ST-10003656,671.93,7,
147,CA-2014-110072,10/22/2014,MG-17680,Ohio,East,FUR-FU-10000521,93.888,4,
148,CA-2016-114489,12/5/2016,JE-16165,Wisconsin,Central,TEC-PH-10000215,384.45,11,
149,CA-2016-114489,12/5/2016,JE-16165,Wisconsin,Central,TEC-PH-10001448,149.97,3,
150,CA-2016-114489,12/5/2016,JE-16165,Wisconsin,Central,FUR-CH-10000454,1951.84,8,
151,CA-2016-114489,12/5/2016,JE-16165,Wisconsin,Central,OFF-BI-10002735,171.55,5,
152,CA-2016-158834,3/13/2016,TW-21025,Arizona,West,OFF-AP-10000326,157.92,5,
153,CA-2016-158834,3/13/2016,TW-21025,Arizona,West,TEC-PH-10001254,203.184,2,
154,CA-2015-124919,5/31/2015,SP-20650,California,West,OFF-PA-10001950,58.38,7,
155,CA-2015-124919,5/31/2015,SP-20650,California,West,OFF-PA-10002254,105.52,4,
156,CA-2015-124919,5/31/2015,SP-20650,California,West,OFF-ST-10001590,80.88,6,
157,CA-2015-118948,5/28/2015,NK-18490,Washington,West,OFF-AR-10001547,6.63,3,
158,CA-2014-104269,3/1/2014,DB-13060,Washington,West,FUR-CH-10004063,457.568,2,
159,CA-2016-114104,11/20/2016,NP-18670,Oklahoma,Central,OFF-LA-10002475,14.62,2,
160,CA-2016-114104,11/20/2016,NP-18670,Oklahoma,Central,TEC-PH-10004536,944.93,7,
161,CA-2016-162733,5/11/2016,TT-21070,California,West,OFF-PA-10002751,5.98,1,
162,CA-2015-119697,12/28/2015,EM-13960,Pennsylvania,East,TEC-AC-10003657,54.384,2,
163,CA-2016-154508,11/16/2016,RD-19900,New Mexico,West,OFF-EN-10001990,28.4,5,
164,CA-2016-113817,11/7/2016,MJ-17740,Washington,West,OFF-BI-10004002,27.68,2,
165,CA-2014-139892,9/8/2014,BM-11140,Texas,Central,OFF-AR-10004441,9.936,3,
166,CA-2014-139892,9/8/2014,BM-11140,Texas,Central,TEC-MA-10000822,8159.952,8,
167,CA-2014-139892,9/8/2014,BM-11140,Texas,Central,OFF-ST-10000991,275.928,3,
168,CA-2014-139892,9/8/2014,BM-11140,Texas,Central,FUR-CH-10004287,1740.06,9,
169,CA-2014-139892,9/8/2014,BM-11140,Texas,Central,OFF-AR-10002656,32.064,6,
170,CA-2014-139892,9/8/2014,BM-11140,Texas,Central,OFF-AP-10002518,177.98,5,
171,CA-2014-139892,9/8/2014,BM-11140,Texas,Central,TEC-PH-10003931,143.976,3,
172,CA-2014-118962,8/5/2014,CS-12130,California,West,OFF-PA-10000659,20.94,3,
173,CA-2014-118962,8/5/2014,CS-12130,California,West,OFF-PA-10001144,110.96,2,
174,CA-2014-118962,8/5/2014,CS-12130,California,West,FUR-CH-10003817,340.144,7,
175,US-2014-100853,9/14/2014,JB-15400,Illinois,Central,OFF-AP-10000891,52.448,2,
176,US-2014-100853,9/14/2014,JB-15400,Illinois,Central,OFF-LA-10003148,20.16,4,
177,US-2017-152366,4/21/2017,SJ-20500,Texas,Central,OFF-AP-10002684,97.264,4,
178,US-2015-101511,11/21/2015,JE-15745,Ohio,East,FUR-CH-10004698,396.802,7,
179,US-2015-101511,11/21/2015,JE-15745,Ohio,East,OFF-SU-10002189,15.88,5,
180,CA-2015-137225,12/15/2015,JK-15640,New York,East,OFF-AR-10001940,3.28,1,
181,CA-2014-166191,12/5/2014,DK-13150,Illinois,Central,OFF-ST-10003455,24.816,2,
182,CA-2014-166191,12/5/2014,DK-13150,Illinois,Central,TEC-AC-10004659,408.744,7,
183,CA-2014-158274,11/19/2014,RM-19675,Louisiana,South,TEC-PH-10003273,503.96,4,
184,CA-2014-158274,11/19/2014,RM-19675,Louisiana,South,TEC-PH-10004896,149.95,5,
185,CA-2014-158274,11/19/2014,RM-19675,Louisiana,South,TEC-AC-10002345,29,2,
186,CA-2016-105018,11/28/2016,SK-19990,Connecticut,East,OFF-BI-10001890,7.16,2,
187,CA-2014-123260,8/26/2014,FM-14290,California,West,TEC-AC-10002323,176.8,8,
188,CA-2016-157000,7/16/2016,AM-10360,Texas,Central,OFF-ST-10001328,37.224,3,
189,CA-2016-157000,7/16/2016,AM-10360,Texas,Central,OFF-PA-10001950,20.016,3,
190,CA-2015-102281,10/12/2015,MP-17470,New York,East,FUR-BO-10002613,899.136,4,
191,CA-2015-102281,10/12/2015,MP-17470,New York,East,TEC-PH-10001552,71.76,6,
192,CA-2015-102281,10/12/2015,MP-17470,New York,East,OFF-PA-10000061,51.84,8,
193,CA-2015-102281,10/12/2015,MP-17470,New York,East,FUR-BO-10002545,626.352,3,
194,CA-2015-102281,10/12/2015,MP-17470,New York,East,OFF-AR-10003514,19.9,5,
195,CA-2015-131457,10/31/2015,MZ-17515,California,West,OFF-EN-10001509,14.28,7,
196,CA-2014-140004,3/21/2014,CB-12025,Ohio,East,OFF-AR-10004685,7.408,2,
197,CA-2014-140004,3/21/2014,CB-12025,Ohio,East,OFF-AR-10004027,6.048,3,
198,CA-2017-107720,11/6/2017,VM-21685,New Jersey,East,OFF-ST-10001414,46.26,3,
199,US-2017-124303,7/6/2017,FH-14365,Pennsylvania,East,OFF-BI-10000343,2.946,2,
200,US-2017-124303,7/6/2017,FH-14365,Pennsylvania,East,OFF-PA-10002749,16.056,3,
201,CA-2017-105074,6/24/2017,MB-17305,Ohio,East,OFF-PA-10002666,21.744,3,
202,CA-2014-133690,8/3/2014,BS-11755,Colorado,West,FUR-TA-10004289,218.75,2,
203,CA-2014-133690,8/3/2014,BS-11755,Colorado,West,OFF-AP-10003622,2.6,1,
204,US-2017-116701,12/17/2017,LC-17140,Texas,Central,OFF-AP-10003217,66.284,2,
205,CA-2017-126382,6/3/2017,HK-14890,Tennessee,South,FUR-FU-10002960,35.168,7,
206,CA-2017-108329,12/9/2017,LE-16810,California,West,TEC-PH-10001918,444.768,4,
207,CA-2017-135860,12/1/2017,JH-15985,Michigan,Central,OFF-ST-10000642,83.92,4,
208,CA-2017-135860,12/1/2017,JH-15985,Michigan,Central,TEC-PH-10001700,131.98,2,
209,CA-2017-135860,12/1/2017,JH-15985,Michigan,Central,OFF-BI-10003274,15.92,4,
210,CA-2017-135860,12/1/2017,JH-15985,Michigan,Central,OFF-FA-10000134,52.29,9,
211,CA-2017-135860,12/1/2017,JH-15985,Michigan,Central,OFF-ST-10001522,91.99,1,
212,CA-2015-101007,2/9/2015,MS-17980,Texas,Central,TEC-AC-10001266,20.8,2,
213,CA-2015-146262,1/2/2015,VW-21775,Ohio,East,OFF-LA-10004544,23.68,2,
214,CA-2015-146262,1/2/2015,VW-21775,Ohio,East,FUR-BO-10004695,452.45,5,
215,CA-2015-146262,1/2/2015,VW-21775,Ohio,East,TEC-PH-10002844,62.982,3,
216,CA-2015-146262,1/2/2015,VW-21775,Ohio,East,TEC-MA-10000864,1188,9,
217,CA-2015-146262,1/2/2015,VW-21775,Ohio,East,TEC-AC-10000109,89.584,2,
218,CA-2016-130162,10/28/2016,JH-15910,California,West,OFF-ST-10001328,93.06,6,
219,CA-2016-130162,10/28/2016,JH-15910,California,West,TEC-PH-10002563,302.376,3,
220,CA-2015-169397,12/24/2015,JB-15925,Ohio,East,OFF-FA-10000585,5.584,2,
221,CA-2015-169397,12/24/2015,JB-15925,Ohio,East,OFF-PA-10004000,22.704,6,
222,CA-2015-169397,12/24/2015,JB-15925,Ohio,East,OFF-BI-10002852,19.776,4,
223,CA-2015-169397,12/24/2015,JB-15925,Ohio,East,FUR-FU-10000087,72.704,4,
224,CA-2015-169397,12/24/2015,JB-15925,Ohio,East,TEC-MA-10001148,479.988,4,
225,CA-2015-169397,12/24/2015,JB-15925,Ohio,East,OFF-AR-10001958,27.168,2,
226,CA-2015-163055,8/9/2015,DS-13180,Michigan,Central,OFF-AR-10001026,2.2,1,
227,CA-2015-163055,8/9/2015,DS-13180,Michigan,Central,FUR-TA-10003748,622.45,5,
228,CA-2015-163055,8/9/2015,DS-13180,Michigan,Central,OFF-ST-10002485,21.98,1,
229,US-2015-145436,2/28/2015,VD-21670,Tennessee,South,FUR-CH-10004860,161.568,2,
230,US-2015-145436,2/28/2015,VD-21670,Tennessee,South,FUR-CH-10004477,389.696,8,
231,US-2014-156216,9/13/2014,EA-14035,North Carolina,South,OFF-BI-10001679,18.648,7,
232,US-2017-100930,4/7/2017,CS-12400,Florida,South,FUR-TA-10001705,233.86,2,
233,US-2017-100930,4/7/2017,CS-12400,Florida,South,FUR-TA-10003473,620.6145,3,
234,US-2017-100930,4/7/2017,CS-12400,Florida,South,OFF-BI-10001679,5.328,2,
235,US-2017-100930,4/7/2017,CS-12400,Florida,South,FUR-FU-10004017,258.072,3,
236,US-2017-100930,4/7/2017,CS-12400,Florida,South,TEC-AC-10003832,617.976,3,
237,CA-2017-160514,11/12/2017,DB-13120,California,West,OFF-PA-10002479,10.56,2,
238,CA-2016-157749,6/4/2016,KL-16645,Illinois,Central,OFF-PA-10003349,25.92,5,
239,CA-2016-157749,6/4/2016,KL-16645,Illinois,Central,FUR-FU-10000576,419.68,5,
240,CA-2016-157749,6/4/2016,KL-16645,Illinois,Central,FUR-FU-10004351,11.688,3,
241,CA-2016-157749,6/4/2016,KL-16645,Illinois,Central,TEC-PH-10000011,31.984,2,
242,CA-2016-157749,6/4/2016,KL-16645,Illinois,Central,FUR-TA-10002607,177.225,5,
243,CA-2016-157749,6/4/2016,KL-16645,Illinois,Central,FUR-FU-10002505,4.044,3,
244,CA-2016-157749,6/4/2016,KL-16645,Illinois,Central,OFF-AR-10004685,7.408,2,
245,CA-2014-131926,6/1/2014,DW-13480,Minnesota,Central,FUR-CH-10004063,2001.86,7,
246,CA-2014-131926,6/1/2014,DW-13480,Minnesota,Central,OFF-ST-10002276,166.72,2,
247,CA-2014-131926,6/1/2014,DW-13480,Minnesota,Central,OFF-PA-10004082,47.88,6,
248,CA-2014-131926,6/1/2014,DW-13480,Minnesota,Central,OFF-AP-10002945,1503.25,5,
249,CA-2014-131926,6/1/2014,DW-13480,Minnesota,Central,OFF-PA-10000061,25.92,4,
250,CA-2016-154739,12/10/2016,LH-17155,California,West,FUR-CH-10002965,321.568,2,
251,CA-2016-145625,9/11/2016,KC-16540,California,West,OFF-PA-10004569,7.61,1,
252,CA-2016-145625,9/11/2016,KC-16540,California,West,TEC-AC-10003832,3347.37,13,
253,CA-2016-146941,12/10/2016,DL-13315,New York,East,OFF-ST-10001228,80.58,6,
254,CA-2016-146941,12/10/2016,DL-13315,New York,East,OFF-EN-10003296,361.92,4,
255,US-2015-159982,11/28/2015,DR-12880,Illinois,Central,FUR-FU-10002505,12.132,9,
256,US-2015-159982,11/28/2015,DR-12880,Illinois,Central,OFF-ST-10004804,82.368,2,
257,US-2015-159982,11/28/2015,DR-12880,Illinois,Central,OFF-ST-10001590,53.92,5,
258,US-2015-159982,11/28/2015,DR-12880,Illinois,Central,TEC-PH-10001580,647.904,6,
259,CA-2017-163139,12/1/2017,CC-12670,New York,East,TEC-AC-10000290,20.37,3,
260,CA-2017-163139,12/1/2017,CC-12670,New York,East,OFF-ST-10002790,221.55,3,
261,CA-2017-163139,12/1/2017,CC-12670,New York,East,OFF-BI-10003460,17.52,5,
262,US-2017-155299,6/8/2017,Dl-13600,Texas,Central,OFF-AP-10002203,1.624,2,
263,US-2014-106992,9/19/2014,SB-20290,Texas,Central,TEC-MA-10000822,3059.982,3,
264,US-2014-106992,9/19/2014,SB-20290,Texas,Central,TEC-MA-10003353,2519.958,7,
265,CA-2016-125318,6/6/2016,RC-19825,Illinois,Central,TEC-PH-10001433,328.224,4,
266,CA-2015-155040,11/10/2015,AH-10210,California,West,TEC-AC-10004469,79.9,2,
267,CA-2017-136826,6/16/2017,CB-12535,North Carolina,South,OFF-AR-10003602,14.016,3,
268,CA-2016-111010,1/22/2016,PG-18895,New Jersey,East,OFF-FA-10003472,7.56,6,
269,US-2017-145366,12/9/2017,CA-12310,Ohio,East,OFF-ST-10004180,37.208,1,
270,US-2017-145366,12/9/2017,CA-12310,Ohio,East,OFF-EN-10004386,57.576,3,
271,CA-2017-163979,12/28/2017,KH-16690,California,West,OFF-ST-10003208,725.84,4,
272,CA-2015-155334,7/30/2015,HA-14920,California,West,TEC-AC-10003628,209.93,7,
273,CA-2015-155334,7/30/2015,HA-14920,California,West,FUR-FU-10003274,5.28,3,
274,CA-2015-155334,7/30/2015,HA-14920,California,West,OFF-BI-10002557,10.92,3,
275,CA-2017-118136,9/16/2017,BB-10990,California,West,OFF-PA-10002615,8.82,2,
276,CA-2017-118136,9/16/2017,BB-10990,California,West,OFF-AR-10001427,5.98,1,
277,CA-2017-132976,10/13/2017,AG-10495,Pennsylvania,East,OFF-PA-10000673,11.648,2,
278,CA-2017-132976,10/13/2017,AG-10495,Pennsylvania,East,OFF-PA-10004470,18.176,4,
279,CA-2017-132976,10/13/2017,AG-10495,Pennsylvania,East,OFF-ST-10000876,59.712,6,
280,CA-2017-132976,10/13/2017,AG-10495,Pennsylvania,East,OFF-LA-10002043,24.84,3,
281,US-2015-161991,9/26/2015,SC-20725,Texas,Central,OFF-BI-10004967,2.08,5,
282,US-2015-161991,9/26/2015,SC-20725,Texas,Central,TEC-PH-10001760,1114.4,7,
283,CA-2015-130890,11/2/2015,JO-15280,California,West,FUR-TA-10002903,1038.84,5,
284,CA-2015-130883,9/26/2015,TB-21520,Oregon,West,OFF-PA-10000474,141.76,5,
285,CA-2015-130883,9/26/2015,TB-21520,Oregon,West,TEC-AC-10001956,239.8,5,
286,CA-2015-130883,9/26/2015,TB-21520,Oregon,West,OFF-PA-10004100,31.104,6,
